,Id,tm_Id,Name,Team,Nationality,Date of Birth,Height,Strong Foot,Position,Joined,Contract Expires,Followers
198780,17754,198780,Bauyrzhan Islamkhan,Al-Ain FC,Kazakhstan,"Feb 23, 1993","1,74 m",right,Midfielder - Attacking Midfield,"Jan 31, 2020",30.06.2020,132052
147873,17755,147873,Ibrahim Diaky,Al-Ain FC,Cote d'Ivoire United Arab Emirates,"May 24, 1982","1,77 m",no_info,Midfielder - Attacking Midfield,"Jul 1, 2013",-,no info
372590,17756,372590,Rayan Yaslam,Al-Ain FC,United Arab Emirates,"Nov 23, 1994",no_info,left,Midfielder - Attacking Midfield,"Jul 1, 2014",30.06.2024,no info
536481,17757,536481,Omar Yaisien,Al-Ain FC,Egypt France,"May 8, 2000",no_info,right,Midfielder - Attacking Midfield,"Sep 1, 2019",30.06.2022,7920
431785,17758,431785,Saad Khamis Saad Mubarak Al Abadla,Al-Ain FC,United Arab Emirates,"Feb 15, 1995",no_info,no_info,Forward,"Aug 7, 2018",-,no info
489761,17759,489761,Ali Eid Ghumail,Al-Ain FC,United Arab Emirates,"Mar 1, 1998",no_info,no_info,Forward,-,-,no info
35004,17760,35004,Balázs Dzsudzsák,Al-Ain FC,Hungary,"Dec 23, 1986","1,79 m",left,Forward - Left Winger,"Feb 7, 2020",30.06.2020,943091
140952,17761,140952,Caio Canedo,Al-Ain FC,Brazil United Arab Emirates,"Aug 9, 1990","1,76 m",right,Forward - Centre-Forward,"Jul 1, 2019",30.06.2022,46444
425973,17762,425973,Kodjo Fo Doh Laba,Al-Ain FC,Togo,"Jan 27, 1992","1,80 m",no_info,Forward - Centre-Forward,"Jul 1, 2019",30.06.2022,no info
223418,17763,223418,Jamal Ibrahim Hassain,Al-Ain FC,United Arab Emirates,"Nov 23, 1991","1,74 m",no_info,Forward - Centre-Forward,"Jul 1, 2018",-,no info
15570,17764,15570,Igor Akinfeev,CSKA Moscow,Russia,"Apr 8, 1986","1,86 m",right,Goalkeeper,"Jan 1, 2003",30.06.2022,no info
217686,17765,217686,Ilya Pomazun,CSKA Moscow,Russia,"Aug 16, 1996","1,90 m",right,Goalkeeper,"Jul 1, 2017",30.06.2021,10934
555146,17766,555146,Vladislav Torop,CSKA Moscow II,Russia,"Nov 7, 2003","1,89 m",left,Goalkeeper,"Jul 1, 2019",31.12.2022,no info
130353,17767,130353,Hördur Magnússon,CSKA Moscow,Iceland,"Feb 11, 1993","1,90 m",left,Defender - Centre-Back,"Jul 1, 2018",30.06.2022,no info
532732,17768,532732,Igor Diveev,CSKA Moscow,Russia,"Sep 27, 1999","1,93 m",right,Defender - Centre-Back,"Jul 1, 2019",30.06.2024,no info
60134,17769,60134,Viktor Vasin,CSKA Moscow,Russia,"Oct 6, 1988","1,92 m",right,Defender - Centre-Back,"Jan 1, 2011",30.06.2021,no info
518261,17770,518261,Vadim Karpov,CSKA Moscow,Russia,"Jul 14, 2002","1,90 m",right,Defender - Centre-Back,"Nov 1, 2019",30.06.2022,no info
221119,17771,221119,Cédric Gogoua,CSKA Moscow,Cote d'Ivoire,"Jul 10, 1994","1,90 m",right,Defender - Centre-Back,"Aug 29, 2019",30.06.2023,no info
566046,17772,566046,Nikita Kotin,CSKA Moscow,Russia,"Sep 1, 2002","1,89 m",left,Defender - Centre-Back,"Jan 31, 2020",30.06.2023,no info
70097,17773,70097,Georgi Schennikov,CSKA Moscow,Russia,"Apr 27, 1991","1,78 m",left,Defender - Left-Back,"Jan 1, 2009",30.06.2023,19335
102740,17774,102740,Mário Fernandes,CSKA Moscow,Russia Brazil,"Sep 19, 1990","1,87 m",right,Defender - Right-Back,"Jul 1, 2012",30.06.2022,63
38805,17775,38805,Kirill Nababkin,CSKA Moscow,Russia,"Sep 8, 1986","1,84 m",both,Defender - Right-Back,"Dec 1, 2009",30.06.2020,no info
375857,17776,375857,Kristijan Bistrovic,CSKA Moscow,Croatia,"Apr 9, 1998","1,83 m",right,Midfielder - Defensive Midfield,"Jan 12, 2018",30.06.2022,20064
371851,17777,371851,Jaka Bijol,CSKA Moscow,Slovenia,"Feb 5, 1999","1,90 m",right,Midfielder - Defensive Midfield,"Jul 1, 2018",30.06.2023,24398
535974,17778,535974,Konstantin Maradishvili,CSKA Moscow II,Russia Georgia,"Feb 7, 2000","1,80 m",right,Midfielder - Defensive Midfield,"Jan 1, 2018",30.06.2021,no info
419845,17779,419845,Ivan Oblyakov,CSKA Moscow,Russia,"Jul 5, 1998","1,75 m",left,Midfielder - Central Midfield,"Aug 31, 2018",30.06.2023,21248
334440,17780,334440,Ilzat Akhmetov,CSKA Moscow,Russia Kyrgyzstan,"Dec 31, 1997","1,73 m",right,Midfielder - Central Midfield,"Jul 26, 2018",30.06.2022,67939
69683,17781,69683,Alan Dzagoev,CSKA Moscow,Russia,"Jun 17, 1990","1,79 m",right,Midfielder - Central Midfield,"Jan 1, 2008",30.06.2021,no info
293200,17782,293200,Nikola Vlasic,CSKA Moscow,Croatia,"Oct 4, 1997","1,78 m",right,Midfielder - Attacking Midfield,"Jul 1, 2019",30.06.2024,92565
377665,17783,377665,Arnór Sigurdsson,CSKA Moscow,Iceland,"May 15, 1999","1,77 m",right,Midfielder - Attacking Midfield,"Aug 31, 2018",30.06.2023,53308
381834,17784,381834,Konstantin Kuchaev,CSKA Moscow,Russia,"Mar 18, 1998","1,82 m",right,Midfielder - Attacking Midfield,"Jul 1, 2017",30.06.2023,20760
287183,17785,287183,Fedor Chalov,CSKA Moscow,Russia,"Apr 10, 1998","1,80 m",right,Forward - Centre-Forward,"Jan 1, 2017",30.06.2022,90739
523315,17786,523315,Ilya Shkurin,CSKA Moscow,Belarus,"Aug 17, 1999","1,88 m",right,Forward - Centre-Forward,"Jan 9, 2020",30.06.2024,no info
543392,17787,543392,Lassana N'Diaye,CSKA Moscow,Mali,"Oct 3, 2000","1,80 m",left,Forward - Centre-Forward,"Oct 5, 2018",30.06.2023,11703
205927,17788,205927,Dominik Livakovic,GNK Dinamo Zagreb,Croatia,"Jan 9, 1995","1,88 m",no_info,Goalkeeper,"Aug 31, 2015",15.06.2024,131091
131310,17789,131310,Danijel Zagorac,GNK Dinamo Zagreb,Croatia,"Feb 7, 1987","1,86 m",right,Goalkeeper,"Jul 11, 2016",30.06.2022,no info
240106,17790,240106,Dino Peric,GNK Dinamo Zagreb,Croatia,"Jul 12, 1994","1,97 m",left,Defender - Centre-Back,"Jul 7, 2017",15.06.2024,no info
60603,17791,60603,Kévin Théophile-Catherine,GNK Dinamo Zagreb,Martinique France,"Oct 28, 1989","1,83 m",right,Defender - Centre-Back,"Jul 6, 2018",30.06.2020,19858
80161,17792,80161,Emir Dilaver,GNK Dinamo Zagreb,Austria,"May 7, 1991","1,84 m",right,Defender - Centre-Back,"Jul 2, 2018",15.06.2021,no info
475959,17793,475959,Josko Gvardiol,GNK Dinamo Zagreb,Croatia,"Jan 23, 2002","1,85 m",left,Defender - Centre-Back,"Jul 1, 2019",18.01.2022,no info
123021,17794,123021,François Moubandje,GNK Dinamo Zagreb,Switzerland Cameroon,"Jun 21, 1990","1,80 m",left,Defender - Left-Back,"Jul 16, 2019",15.06.2022,51617
51604,17795,51604,Marin Leovac,GNK Dinamo Zagreb,Croatia Austria,"Aug 7, 1988","1,80 m",left,Defender - Left-Back,"Jul 13, 2018",15.06.2022,no info
183841,17796,183841,Petar Stojanovic,GNK Dinamo Zagreb,Slovenia,"Oct 7, 1995","1,78 m",right,Defender - Right-Back,"Feb 1, 2016",22.01.2024,no info
294778,17797,294778,Sadegh Moharrami,GNK Dinamo Zagreb,Iran,"Mar 1, 1996","1,74 m",right,Defender - Right-Back,"Jul 2, 2018",30.06.2023,no info
71542,17798,71542,Arijan Ademi,GNK Dinamo Zagreb,North Macedonia Croatia,"May 29, 1991","1,85 m",right,Midfielder - Defensive Midfield,"Jul 1, 2010",30.06.2023,no info
316934,17799,316934,Nikola Moro,GNK Dinamo Zagreb,Croatia,"Mar 12, 1998","1,83 m",right,Midfielder - Defensive Midfield,"Nov 21, 2016",20.01.2025,no info
357791,17800,357791,Marko Djira,GNK Dinamo Zagreb,Croatia,"May 5, 1999","1,71 m",left,Midfielder - Defensive Midfield,"Oct 21, 2019",15.06.2025,no info
293210,17801,293210,Amer Gojak,GNK Dinamo Zagreb,Bosnia-Herzegovina,"Feb 13, 1997","1,84 m",no_info,Midfielder - Attacking Midfield,"Feb 13, 2015",15.06.2022,41912
387105,17802,387105,Luka Ivanusec,GNK Dinamo Zagreb,Croatia,"Nov 26, 1998","1,75 m",right,Midfielder - Attacking Midfield,"Aug 19, 2019",15.06.2024,9117
387106,17803,387106,Lovro Majer,GNK Dinamo Zagreb,Croatia,"Jan 17, 1998","1,79 m",left,Midfielder - Attacking Midfield,"Jul 1, 2018",15.06.2023,9734
119150,17804,119150,Mislav Orsic,GNK Dinamo Zagreb,Croatia,"Dec 29, 1992","1,79 m",both,Forward - Left Winger,"Jul 1, 2018",15.06.2022,28523
371016,17805,371016,Antonio Marin,GNK Dinamo Zagreb,Croatia,"Jan 9, 2001","1,82 m",right,Forward - Left Winger,"Jul 1, 2018",30.06.2024,no info
199299,17806,199299,Damian Kadzior,GNK Dinamo Zagreb,Poland,"Jun 16, 1992","1,75 m",left,Forward - Right Winger,"Jul 13, 2018",15.06.2021,no info
74996,17807,74996,Izet Hajrovic,GNK Dinamo Zagreb,Bosnia-Herzegovina Switzerland,"Aug 4, 1991","1,77 m",left,Forward - Right Winger,"Jan 31, 2018",31.12.2021,56799
256358,17808,256358,Bruno Petkovic,GNK Dinamo Zagreb,Croatia,"Sep 16, 1994","1,93 m",right,Forward - Centre-Forward,"Jan 21, 2019",30.06.2024,64745
61380,17809,61380,Mario Gavranovic,GNK Dinamo Zagreb,Switzerland Croatia,"Nov 24, 1989","1,75 m",right,Forward - Centre-Forward,"Jan 18, 2018",18.01.2021,17982
357778,17810,357778,Sandro Kulenovic,GNK Dinamo Zagreb,Croatia,"Dec 4, 1999","1,91 m",right,Forward - Centre-Forward,"Sep 2, 2019",15.06.2024,15618
376445,17811,376445,Mario Cuze,GNK Dinamo Zagreb,Croatia,"Apr 24, 1999","1,78 m",right,Forward - Centre-Forward,-,20.01.2025,no info
91931,17812,91931,Denys Boiko,Dynamo Kyiv,Ukraine,"Jan 29, 1988","1,97 m",right,Goalkeeper,"Jul 1, 2018",30.06.2023,45424
206888,17813,206888,Heorhii Bushchan,Dynamo Kyiv,Ukraine,"May 31, 1994","1,96 m",right,Goalkeeper,"Jan 1, 2017",30.06.2023,9470
404838,17814,404838,Vladyslav Kucheruk,Dynamo Kyiv II,Ukraine,"Feb 14, 1999","1,90 m",right,Goalkeeper,"Jul 1, 2017",-,no info
213865,17815,213865,Mykyta Burda,Dynamo Kyiv,Ukraine,"Mar 24, 1995","1,87 m",right,Defender - Centre-Back,"Jan 1, 2015",30.06.2022,5182
236468,17816,236468,Artem Shabanov,Dynamo Kyiv,Ukraine,"Mar 7, 1992","1,89 m",left,Defender - Centre-Back,"Jan 6, 2018",31.12.2021,8444
404841,17817,404841,Denys Popov,Dynamo Kyiv,Ukraine,"Feb 17, 1999","1,86 m",both,Defender - Centre-Back,"Jul 1, 2019",-,34877
404842,17818,404842,Vitalii Mykolenko,Dynamo Kyiv,Ukraine,"May 29, 1999","1,81 m",left,Defender - Left-Back,"Oct 14, 2017",30.06.2023,32935
45826,17819,45826,Josip Pivaric,Dynamo Kyiv,Croatia,"Jan 30, 1989","1,75 m",left,Defender - Left-Back,"Aug 8, 2017",30.06.2020,142691
59322,17820,59322,Oleksandr Karavaiev,Dynamo Kyiv,Ukraine,"Jun 2, 1992","1,75 m",both,Defender - Right-Back,"Jul 1, 2019",30.06.2023,23252
181118,17821,181118,Tomasz Kedziora,Dynamo Kyiv,Poland,"Jun 11, 1994","1,83 m",right,Defender - Right-Back,"Jul 11, 2017",30.06.2021,no info
124182,17822,124182,Serhii Sydorchuk,Dynamo Kyiv,Ukraine,"May 2, 1991","1,88 m",right,Midfielder - Defensive Midfield,"Jul 1, 2013",30.06.2023,20191
442942,17823,442942,Mohammed Kadiri,Dynamo Kyiv,Ghana,"Mar 7, 1996","1,81 m",right,Midfielder - Defensive Midfield,"Jul 1, 2019",30.06.2023,no info
294746,17824,294746,Volodymyr Shepeliev,Dynamo Kyiv,Ukraine,"Jun 1, 1997","1,84 m",right,Midfielder - Central Midfield,"Jan 1, 2017",30.06.2023,1222
368611,17825,368611,Mykola Shaparenko,Dynamo Kyiv,Ukraine,"Oct 4, 1998","1,78 m",right,Midfielder - Central Midfield,"Jan 1, 2018",30.06.2023,40613
167722,17826,167722,Vitalii Buialskyi,Dynamo Kyiv,Ukraine,"Jan 6, 1993","1,76 m",right,Midfielder - Central Midfield,"Aug 1, 2014",30.06.2023,1195
207074,17827,207074,Oleksandr Andriievskyi,Dynamo Kyiv,Ukraine,"Jun 25, 1994","1,78 m",left,Midfielder - Central Midfield,-,30.06.2023,no info
188180,17828,188180,Benjamin Verbic,Dynamo Kyiv,Slovenia,"Nov 27, 1993","1,82 m",right,Forward - Left Winger,"Jan 4, 2018",30.06.2022,58906
320265,17829,320265,Mikkel Duelund,Dynamo Kyiv,Denmark,"Jun 29, 1997","1,80 m",both,Forward - Left Winger,"Aug 31, 2018",30.06.2023,no info
257740,17830,257740,Carlos de Pena,Dynamo Kyiv,Uruguay Italy,"Mar 11, 1992","1,77 m",left,Forward - Left Winger,"Apr 10, 2019",31.12.2021,55458
491960,17831,491960,Benito,Dynamo Kyiv II,Nigeria Cote d'Ivoire,"Sep 7, 1998","1,79 m",right,Forward - Left Winger,"Jan 3, 2020",30.06.2023,no info
264372,17832,264372,Viktor Tsyhankov,Dynamo Kyiv,Ukraine,"Nov 15, 1997","1,77 m",left,Forward - Right Winger,"Aug 1, 2016",30.06.2023,99045
419067,17833,419067,Heorhii Tsitaishvili,Dynamo Kyiv,Ukraine Georgia,"Nov 18, 2000","1,71 m",left,Forward - Right Winger,"Jul 1, 2019",31.12.2023,25498
164292,17834,164292,Fran Sol,Dynamo Kyiv,Spain,"Mar 13, 1992","1,80 m",right,Forward - Centre-Forward,"Jan 16, 2019",31.12.2023,no info
305415,17835,305415,Artem Biesiedin,Dynamo Kyiv,Ukraine,"Mar 31, 1996","1,85 m",right,Forward - Centre-Forward,"Jan 1, 2017",30.06.2024,27866
366729,17836,366729,Nazarii Rusyn,Dynamo Kyiv,Ukraine,"Oct 25, 1998","1,77 m",right,Forward - Centre-Forward,"Jul 1, 2018",28.02.2025,10167
550696,17837,550696,Ibrahim Kargbo Jr.,Dynamo Kyiv,Belgium Sierra Leone,"Jan 3, 2000","1,90 m",right,Forward - Centre-Forward,"Jan 1, 2020",30.06.2023,5692
369522,17838,369522,Jakob Tannander,HJK Helsinki,Sweden,"Aug 10, 2000","1,95 m",no_info,Goalkeeper,"Jan 29, 2020",31.12.2020,no info
71130,17839,71130,Antonio Reguero,HJK Helsinki,Spain,"Jul 4, 1982","1,86 m",right,Goalkeeper,"Jan 1, 2020",31.12.2020,no info
223058,17840,223058,Ivan Ostojic,HJK Helsinki,Serbia,"Jun 26, 1989","1,90 m",right,Defender - Centre-Back,"Jan 29, 2020",31.12.2020,no info
273064,17841,273064,Miro Tenho,HJK Helsinki,Finland,"Apr 2, 1995","1,88 m",right,Defender - Centre-Back,"Jan 1, 2020",31.12.2021,no info
131967,17842,131967,Daniel O'Shaughnessy,HJK Helsinki,Finland Ireland,"Sep 14, 1994","1,90 m",left,Defender - Centre-Back,"Jan 3, 2018",31.12.2021,no info
451920,17843,451920,Kalle Katz,Rovaniemen Palloseura,Finland,"Jan 4, 2000","1,85 m",no_info,Defender - Centre-Back,"Mar 16, 2020",31.12.2021,no info
173299,17844,173299,Luis Carlos Murillo,HJK Helsinki,Colombia,"Oct 16, 1990","1,77 m",left,Defender - Left-Back,"Jan 1, 2020",31.12.2021,no info
131745,17845,131745,Nikolai Alho,HJK Helsinki,Finland England,"Mar 12, 1993","1,72 m",right,Defender - Right-Back,"Feb 6, 2018",31.12.2020,10369
46993,17846,46993,Henri Toivomäki,HJK Helsinki,Finland,"Feb 21, 1991","1,84 m",right,Defender - Right-Back,"Jan 1, 2019",31.12.2020,no info
268607,17847,268607,Roni Peiponen,HJK Helsinki,Finland,"Apr 9, 1997","1,82 m",right,Defender - Right-Back,"Jan 1, 2018",31.12.2021,no info
340529,17848,340529,Bubacar Djaló,HJK Helsinki,Portugal Guinea-Bissau,"Feb 2, 1997","1,88 m",right,Midfielder - Defensive Midfield,"Jan 1, 2020",31.12.2020,no info
72266,17849,72266,Rasmus Schüller,HJK Helsinki,Finland,"Jun 18, 1991","1,78 m",left,Midfielder - Central Midfield,"Jan 11, 2020",31.12.2021,no info
322994,17850,322994,Lucas Lingman,HJK Helsinki,Finland,"Jan 25, 1998","1,74 m",both,Midfielder - Central Midfield,"Jan 1, 2020",31.12.2021,no info
564621,17851,564621,Santeri Väänänen,HJK Helsinki,Finland,"Jan 1, 2002",no_info,no_info,Midfielder - Central Midfield,"Jan 1, 2019",31.12.2021,no info
151582,17852,151582,Ferhan Hasani,HJK Helsinki,North Macedonia,"Jun 18, 1990","1,88 m",right,Midfielder - Attacking Midfield,"Jan 1, 2020",31.12.2020,no info
249169,17853,249169,Joonas Vahtera,HJK Helsinki,Finland,"Jan 6, 1996","1,76 m",left,Midfielder - Attacking Midfield,"Jan 1, 2019",31.12.2020,no info
48020,17854,48020,Riku Riski,HJK Helsinki,Finland,"Aug 16, 1989","1,74 m",both,Forward - Left Winger,"Feb 8, 2018",31.12.2021,no info
215987,17855,215987,David Browne,HJK Helsinki,Papua New Guinea England,"Dec 27, 1995","1,75 m",right,Forward - Left Winger,"Jan 24, 2020",31.12.2020,no info
448279,17856,448279,Enoch Banza,HJK Helsinki,Finland DR Congo,"Feb 4, 2000","1,76 m",right,Forward - Right Winger,"Jan 1, 2018",31.12.2020,no info
107577,17857,107577,Roope Riski,HJK Helsinki,Finland,"Aug 16, 1991","1,81 m",right,Forward - Centre-Forward,"Jan 1, 2020",31.12.2021,no info
131786,17858,131786,Tim Väyrynen,HJK Helsinki,Finland,"Mar 30, 1993","1,91 m",both,Forward - Centre-Forward,"Jul 17, 2019",31.12.2020,no info
433685,17859,433685,Eetu Vertainen,HJK Helsinki,Finland,"May 11, 1999","1,88 m",right,Forward - Centre-Forward,"Jan 1, 2017",31.12.2020,no info
39616,17860,39616,Itumeleng Khune,Kaizer Chiefs,South Africa,"Jun 20, 1987","1,81 m",right,Goalkeeper,"Jul 1, 2004",-,no info
28725,17861,28725,Daniel Akpeyi,Kaizer Chiefs,Nigeria,"Aug 3, 1986","1,86 m",right,Goalkeeper,"Jan 31, 2019",30.06.2022,no info
498985,17862,498985,Bruce Bvuma,Kaizer Chiefs,South Africa,"May 15, 1995","1,86 m",right,Goalkeeper,"Mar 31, 2017",30.06.2021,no info
498986,17863,498986,Brylon Petersen,Kaizer Chiefs,South Africa,"Dec 18, 1995",no_info,no_info,Goalkeeper,"Sep 22, 2016",-,no info
655033,17864,655033,Karabo Molefe,Kaizer Chiefs,South Africa,"Jan 6, 2003","1,90 m",no_info,Goalkeeper,"Feb 4, 2019",-,no info
236047,17865,236047,Daniel Cardoso,Kaizer Chiefs,South Africa Portugal,"Feb 16, 1989","1,84 m",right,Defender - Centre-Back,"Jul 1, 2015",-,no info
140208,17866,140208,Eric Mathoho,Kaizer Chiefs,South Africa,"Mar 1, 1990","1,90 m",right,Defender - Centre-Back,"Jul 1, 2012",30.06.2020,no info
445610,17867,445610,Siyabonga Ngezana,Kaizer Chiefs,South Africa,"Nov 15, 1997","1,88 m",right,Defender - Centre-Back,"Jul 27, 2016",-,no info
554197,17868,554197,Njabulo Blom,Kaizer Chiefs,South Africa,"Dec 11, 1999","1,73 m",right,Defender - Centre-Back,"Mar 6, 2019",30.06.2023,no info
226250,17869,226250,Philani Zulu,Kaizer Chiefs,South Africa,"Sep 16, 1992","1,78 m",left,Defender - Left-Back,"Jul 3, 2017",-,no info
312288,17870,312288,Siphosakhe Ntiya-Ntiya,Kaizer Chiefs,South Africa,"Oct 6, 1996",no_info,left,Defender - Left-Back,"Jan 5, 2018",-,no info
324952,17871,324952,Yagan Sasman,Kaizer Chiefs,South Africa,"Jul 10, 1996","1,82 m",both,Defender - Left-Back,"Jul 31, 2019",30.06.2022,no info
554214,17872,554214,Happy Mashiane,Kaizer Chiefs,South Africa,"Jan 1, 1998",no_info,left,Defender - Left-Back,"Jan 22, 2019",30.06.2023,no info
110303,17873,110303,Ramahlwe Mphahlele,Kaizer Chiefs,South Africa,"Feb 1, 1990","1,85 m",right,Defender - Right-Back,"Jul 1, 2016",30.06.2021,no info
341955,17874,341955,Reeve Frosler,Kaizer Chiefs,South Africa,"Jan 11, 1998","1,73 m",right,Defender - Right-Back,"Jan 31, 2019",30.06.2022,no info
160500,17875,160500,Kgotso Moleko,Kaizer Chiefs,South Africa,"Aug 27, 1989","1,81 m",right,Defender - Right-Back,"Jul 1, 2012",30.06.2021,no info
160050,17876,160050,Willard Katsande,Kaizer Chiefs,Zimbabwe,"Jan 15, 1986","1,78 m",right,Midfielder - Defensive Midfield,"Aug 1, 2011",30.06.2021,no info
175104,17877,175104,Teddy Akumu,Kaizer Chiefs,Kenya,"Oct 20, 1992","1,84 m",right,Midfielder - Defensive Midfield,"Jan 15, 2020",30.06.2023,no info
108600,17878,108600,George Maluleka,Kaizer Chiefs,South Africa,"Jan 7, 1989","1,76 m",right,Midfielder - Central Midfield,"Jan 2, 2014",30.06.2020,no info
171419,17879,171419,Kearyn Baccus,Kaizer Chiefs,Australia South Africa,"Sep 5, 1991","1,80 m",right,Midfielder - Central Midfield,"Jul 5, 2019",30.06.2022,no info
139580,17880,139580,Joseph Malongoane,Kaizer Chiefs,South Africa,"Mar 17, 1988",no_info,right,Midfielder - Right Midfield,"Dec 2, 2016",30.06.2020,no info
160434,17881,160434,Lebogang Manyama,Kaizer Chiefs,South Africa,"Sep 13, 1990","1,81 m",right,Midfielder - Attacking Midfield,"Aug 22, 2018",30.06.2021,no info
365611,17882,365611,Siphelele Ntshangase,Kaizer Chiefs,South Africa,"May 11, 1993","1,71 m",no_info,Midfielder - Attacking Midfield,"Jan 4, 2018",30.06.2020,no info
471293,17883,471293,Nkosingiphile Ngcobo,Kaizer Chiefs,South Africa,"Nov 16, 1999","1,65 m",left,Midfielder - Attacking Midfield,"Aug 15, 2017",-,no info
334833,17884,334833,Dumisani Zuma,Kaizer Chiefs,South Africa,"May 22, 1995","1,69 m",right,Forward - Right Winger,"Jul 27, 2017",30.06.2020,no info
177001,17885,177001,Bhongolwethu Jayiya,Kaizer Chiefs,South Africa,"Mar 21, 1990","1,76 m",right,Forward - Right Winger,"Jul 6, 2017",30.06.2020,no info
135849,17886,135849,Khama Billiat,Kaizer Chiefs,Zimbabwe South Africa,"Aug 19, 1990","1,70 m",both,Forward - Second Striker,"Jul 1, 2018",30.06.2021,no info
90199,17887,90199,Bernard Parker,Kaizer Chiefs,South Africa,"Mar 16, 1986","1,77 m",both,Forward - Second Striker,"Jul 1, 2011",30.06.2021,no info
92055,17888,92055,Leonardo Castro,Kaizer Chiefs,Colombia,"May 12, 1989","1,83 m",right,Forward - Centre-Forward,"Jan 1, 2018",-,no info
192791,17889,192791,Samir Nurkovic,Kaizer Chiefs,Serbia Bosnia-Herzegovina,"Jun 13, 1992","1,87 m",right,Forward - Centre-Forward,"Jul 2, 2019",30.06.2022,no info
365314,17890,365314,Lazarous Kambole,Kaizer Chiefs,Zambia,"Jan 20, 1994","1,70 m",right,Forward - Centre-Forward,"Jul 1, 2019",30.06.2022,no info
55369,17891,55369,Guilherme,Lokomotiv Moscow,Russia Brazil,"Dec 12, 1985","1,95 m",right,Goalkeeper,"Aug 1, 2007",30.06.2022,95701
